Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"BT1","Battery_Cell","Batteryholder",195.0085,-93.8530,0.0000,bottom
"SW1","SW_DIP_x01","Switch_MSS22D18",202.7100,-110.2300,-90.0000,bottom
